Kota Jakarta Barat;453471625.3;492089130.4;11175135.31;12657357.69;19454354.73;19088030.46;235134773.4;251406355.3;2247099.34;1803162.8;-180729684.7;-191531536.8;540753303.4;585512499.8
Kota Jakarta Utara;361189421.6;391501400.9;15286626.14;17315769.72;19577321.72;19214564.07;236545012.5;252510223.3;3163717.44;3102930.91;-47969934.87;-52252046.03;587792164.5;631392842.9
Bogor;177653720.9;192235614;1543190.8;1794347.92;7699787.08;8286421.72;56272493.69;61208383.97;-506382.23;-519281.68;25080882.82;26100668.7;267743693.1;289106154.7
Sukabumi;49146331.52;53619341.4;378123.06;450154.44;3992457.34;4309715.79;21272677.97;23278582.16;118194.77;101363.62;1335880.68;558150.07;76243665.35;82317307.48
Cianjur;40391162.7;43776404.38;121047.3;142099.53;3341266.1;3603310.64;13076020.87;14926552.56;127397.71;116676.7;-3067924.04;-4173824.18;53988970.65;58391219.63
Bandung;112574114.8;123098140.6;648083.54;803449.42;5767222;6302597.65;27035801.15;29650707.23;612365.38;482257;-3635518.36;-6386410.47;143002068.5;153950741.4
Garut;52281101.29;57323705.67;349445.89;414089.12;4523416.7;4859843.33;16379255.06;18343199.14;59337.26;49119.79;-7001936.22;-8760727.21;66590619.98;72229229.84
Tasikmalaya;35532309.68;38560711.25;648100.2;739429.22;3465815.59;3767432;8519667.67;8841076.24;74211.59;70695.82;-5580601.95;-5881389.44;42659502.77;46097955.1
Ciamis;25258728.25;27643317.41;415312.85;493142.48;2953819.9;3165303.32;8620439.98;9304916.46;28234.85;23559.16;-502821.27;-789198.98;36773714.56;39841039.85
Kuningan;23999637.67;26627655.93;680821.22;762165.4;3202604.51;3320623.08;7183573.13;7901721.04;33281.91;5363.3;-5580087.18;-6072636.46;29519831.26;32544892.28
Cirebon;50703324.89;55199529.72;1045533.8;1232246.68;3734371.19;3880566.71;16430181.37;17130004.3;117076.84;96459.39;-15376845.54;-16229042.23;56653642.54;61309764.57
Majalengka;26304956.16;28547015.74;207877.77;245374.18;3000815.04;3196793.79;12639161.03;13925032.32;32871.79;28713.31;-4408569.18;-4229480.65;37777112.62;41713448.69
Sumedang;27355149.95;29540805.2;577743.02;678790.67;3383237.75;3495594.13;9601356.84;10111784.52;58491.97;51961;-950966.14;-551787;40025013.39;43327148.51
Indramayu;39286757.76;41855398.82;267691.92;296661.97;3511783.37;3714164.13;15770083.19;16292199.04;132769.79;123208.17;31804298.4;41278306.13;90773384.43;103559938.3
Subang;33104429.62;35645444.47;346060.64;389529.26;3852957.46;4091914.7;12029784.51;13742631.32;63291.21;61744.21;-3236127.44;-4239039.99;46160396.01;49692223.97
Purwakarta;39675989.1;43287843.57;287962.84;324269.79;2748793.78;2871155.46;17527284.65;19084627.85;75227.95;27299.26;16162292.24;16534063.25;76477550.56;82129259.17
Karawang;102334306.5;110094591.8;506417.68;564830.97;5303622.05;5507909.48;43734225.51;48264792.95;161712.91;129970.29;116188501.6;126354222.2;268228786.3;290916317.8
Bekasi;146138064.3;160897275.5;566711.55;606920.22;5496350.28;5581936.55;79217230.06;85584131.82;48870.44;11662.59;136094805.4;141141051.3;367562032;393822978
Bandung Barat;35585571.86;38762455.89;486475.1;556399.14;3080695.8;3204432.02;11216886.76;12110421.68;58649.76;50863.36;2493011.77;2260611.92;52921291.06;56945184.01
Pangandaran;7372135.71;7990939.53;100273.31;113373.66;1101466.66;1123803.29;2924111.57;3124477.05;17050.83;16414.9;1648657.59;1887410.8;13163695.66;14256419.23
Kota Bogor;52212386.19;56362061.23;860783.64;958041.54;4996676.26;5521008.61;17441678.6;19739333.88;-18399.42;7439.56;-22578526.83;-25584126.92;52914598.44;57003757.9
Kota Sukabumi;11406853.39;12508197.47;626530.73;700431.22;1506404.95;1626876.86;2218414.57;2459357.88;-6370.6;-2456.56;-1559578.99;-1942697.5;14192254.06;15349709.36
Kota Bandung;193618697.7;214179055.5;1896473.02;2282405.28;32273005.92;34392143.73;81615313.39;89038879.47;1528245.02;1303356.74;17219708.02;10088614;328151443;351284454.7
Kota Cirebon;14900800.97;16266309.31;509865.66;548831.57;2863061.01;3016558.18;6566128.56;6985531.22;-576708.36;-413485.26;2354694.15;2368848.51;26617841.99;28772593.53
Kota Bekasi;121706698.9;130955101.8;355716.19;395462.06;4862804;5066020.45;37125993;40354630.89;206004;202682.05;-54375840;-58010878.02;109881376.1;118963019.2
Kota Depok;101824409.6;111087564.7;886174.61;992173.18;2914559.27;3106748.37;43144948.54;47001084.09;62824.23;5883.6;-67666169.51;-74624830.35;81166746.76;87568623.61
Kota Cimahi;26687424.36;28817201.59;84474.2;102563.59;1931943.56;2045665.5;12216522.6;13222288.61;34659.64;29887.78;-3416814.58;-3718218.93;37538209.79;40499388.14
Kota Tasikmalaya;17441150.72;19460192.04;552783.74;665237.38;2562706.84;2782242.06;8072080.54;8968066.1;-54325.2;-55537.12;-3599718.98;-4408772.32;24974677.66;27411428.14
Kota Banjar;4259668.57;4623102.4;60200.77;71493.05;1175610.4;1233221.9;1567254.08;1635357.84;5522.69;4714.21;-2138873.27;-2321240.49;4929383.24;5246648.9
Cilacap;50313051.83;55223806.36;658789.44;749581.72;3293316.1;3485410.35;25459983.7;27136592.18;511035.6;557666.95;40785621.11;45272266.37;121021797.8;132425323.9
Banyumas;40373708.75;44312390.91;749918.15;833275.93;4694908.76;4973456.12;22796290.3;23994108.05;294519.72;321582.74;-6092042.57;-5683161.28;62817303.11;68751652.47
Purbalingga;20271871.02;22166471.55;456451.69;505262.63;1765288.21;1842421.88;5836779.25;6180384.9;891702.14;1036875.87;-398469.54;-506869.95;28823622.77;31224546.88
Banjarnegara;19105117.06;21081178.26;493226.96;551702.94;1839696.61;1955288.21;5507088.12;5881348.44;94271.26;104716.91;-2042918.27;-2383406.95;24996481.74;27190827.81
Kebumen;23821151.96;26294969.22;598119.65;659760.92;2606719.49;2757571.47;6401952.77;6729204.56;721891.31;951354.29;-1535190.48;-1629056.03;32614644.7;35763804.43
Purworejo;16593371.67;18282488;435731.7;474438.7;1971009.07;2082670.85;5633866.99;5962794.07;284556.81;331701.41;-3565991.28;-3946066.54;21352544.96;23188026.49
Wonosobo;16593224.14;18218378.54;429285.4;474793.44;1562140.78;1646905.84;4113375.94;4340980.62;375826.88;402929.85;-1486624.29;-1754066.78;21587228.85;23329921.51
Magelang;26095885.15;28620293.73;732361.22;816799.12;2655332.97;2827644.98;10422945.08;11086439.74;458242.61;512251.71;-2933158.01;-3183042.7;37431609.02;40680386.58
Boyolali;28849630.68;31581606.91;610397.35;675634.09;2317268.84;2455674.97;7889924.42;8778791.1;430736;473809.6;-1309023.17;-1229963.88;38788934.12;42735552.79
Klaten;34912143.72;38105009.52;769187.86;844877.37;2840222.75;3011556.01;10024273.93;11502646.13;273894.09;377319.03;-2228113.64;-2567217.7;46591608.71;51274190.36
Sukoharjo;29021652.47;31519498.13;523320.56;577800.08;2027175.77;2141851.91;9744968.86;10388894.57;135864.85;148347.7;1327645.7;1744857.99;42780628.21;46521250.38
Wonogiri;23859825.48;26319428.6;748191.93;844358.46;2313537.03;2453682.26;6969740.64;7575353.37;167764.1;184626.91;-366861.16;-434800.2;33692198.02;36942649.4
Karanganyar;29498661.99;32212511.94;578063.68;654396.83;2046840.21;2179415.69;9844231.27;10646273.31;859906.17;964279.87;260056.96;546676.76;43087760.28;47203554.4
Sragen;30248645.85;33411190.95;565012.69;634709.77;2389378.07;2562671.83;10284491.25;11126100.85;797818.88;906075.29;-42470.73;-70621.12;44242876.01;48570127.58
Grobogan;26188114.26;28643869.88;596304.75;661958.54;2515580.13;2558638.35;5260865.14;5700425.01;55910.13;62208.6;-2809881.76;-2868180.22;31806892.65;34758920.16
Blora;19521811.85;21411250.63;437547.4;486946.27;2229048.39;2322128.84;3493491.51;3695435.54;114136.33;124186.05;5163903.45;3712978.06;30959938.93;31752925.39
Rembang;15909115.87;17550635.95;349148.35;387209.27;1630196.49;1709109.77;5067279.05;5413592.7;888437.92;993342.1;-1736968.44;-1924184;22107209.24;24129705.8
Pati;35989444.13;39392368.2;640161.34;712464.26;2875181;3050008.86;11568342.87;12261789.17;538535.48;567486.54;-1492347.72;-1208707.73;50119317.1;54775409.31
Kudus;32167335.6;35508278.05;402175.3;446310.19;2127431.02;2262300.68;16227273.76;17220150.28;1350588.26;1356060.77;62290101.44;64517353.46;114564905.4;121310453.4
Jepara;30305809.84;33162574.54;615053.56;684402.33;2366463.58;2514185.43;13395849.58;14146085.15;250178.82;277594.54;-11922280.02;-12761574.81;35011075.36;38023267.18
Demak;23083717.68;25629207.02;530400.94;586998.4;2354988.72;2506001.77;8580563.72;9401051.13;284920.17;318684.72;-4582117.39;-5425135.61;30252473.85;33016807.42
Semarang;33191387.65;36458186.87;611647.8;680730.87;3446912.99;3534063.65;22700247.6;24428239.31;528376.72;573084.39;-3838449.91;-4390122.59;56640122.85;61284182.5
Temanggung;17669397.75;19401679.25;450045.54;501845.54;1633114.87;1736114.87;4165232.83;4446332.83;997043.04;1094243.04;-188391.31;-267891.32;24726442.72;26912324.21
Kendal;28699311.03;31378724.42;503399.92;567015.73;2170482.31;2288994.33;13443359.45;14358968.2;511240.83;553212.36;4338523.68;5213446.42;49666317.22;54360361.46
Batang;17857508.26;19431907.79;410823.63;454624.38;1584128.07;1675624.23;6810506.03;7311354.39;500782.76;554342.71;-1720200.73;-1541254.36;25443548.01;27886599.15
Pekalongan;19711309.05;21477016.92;463328.61;517786.07;1889415.44;2011301.01;6061161.91;6731381.74;516878.67;564525.21;-2680304.75;-3190008.88;25961788.93;28112002.07
Pemalang;23715081.73;25947604.67;541032.74;607274.91;2207563.44;2343200.68;4011090.9;4261217.06;149274.66;165405.87;-708630.79;-969679.37;29915412.68;32355023.82
Tegal;33240985.36;36247937.03;614255.94;682992.9;2412376.56;2548366.94;9573487.6;10138927.71;358223.35;393332.33;-5429002.65;-5571271.12;40770326.16;44440285.79
Brebes;40675240.63;44411288.61;736292.18;821944.77;2780640.16;2946392.49;6923766.61;7276003.28;177729.39;209920.28;2415182.8;1933608.02;53708851.77;57599157.45
Kota Magelang;5666977.9;6169827.23;139621.66;160980.35;1620887.38;1720186.95;4929933.22;5206113.09;107746.53;120157.11;-2391682.12;-2394528.19;10073484.58;10982736.54
Kota Surakarta;27946066.7;30938002.52;350155.74;377745.76;4844606.13;4987952.26;36492324.39;37895289.44;379819.87;404306.31;-14164424.42;-14117532.74;55848548.41;60485763.55
Kota Salatiga;9692940.85;10533340.84;161685.33;180220.81;1317763.29;1391990.19;6768220.67;7143445.46;149819.45;168397.5;-2709871.51;-2644303.18;15380558.08;16773091.62
Kota Semarang;91998445.98;101968259.7;1779689.72;1992289.53;24079744.06;25578275.84;140177366.7;148552561.4;1233897.46;1377940.82;-31894934.35;-30566720.53;227374209.6;248902606.8
Kota Pekalongan;8292361.84;9009785.84;166862.44;184862.44;1034476.83;1095976.83;4725271.11;5146620.87;38108.95;41808.95;-1666097.75;-1734830.88;12590983.42;13744224.05
Kota Tegal;9087506.65;9885566.52;150459.21;166039.79;1382388.73;1464586.6;7827700.9;8325258.03;87645.43;97342.96;-855787.79;-776552.07;17679913.13;19162241.83
Kulon Progo;8163651.69;8957052.96;417119.43;467506.79;1927395.48;2058966.68;7367945.73;8073340.59;56463.35;54529.65;-3617195.18;-3764189.2;14315380.5;15847207.47
Bantul;21934069.21;24015566.32;945048.5;1065117.33;3828537;4049662.98;7875342.49;8744816.91;221978.07;214717.63;-3622382.76;-4078294.45;31182592.52;34011586.73
Gunung Kidul;15036693.17;16426549.9;270112.1;307175.75;3369796.33;3564848.8;6767048.31;7494102.65;239927.89;231447.93;-2934744.09;-3047814.92;22748833.71;24976310.1
Sleman;33888203.31;37025066.08;1066383.67;1209509.15;7159192.64;7552158.48;20839558.38;23227246.99;821277.91;790535.17;-9072153.34;-10372979.62;54702462.58;59431536.25
Kota Yogyakarta;23206877.42;25391682.15;2117541.24;2401057.58;7926065.62;8347117.96;10918786.1;11963603.2;474348.64;458387.54;-2019865.1;-2369346.43;42623753.92;46192502
Pacitan;13745870.45;15021272.95;384764.15;423332.08;1511175.65;1591075.49;7769348.65;8324281.64;23922.37;24432.58;-5448613.69;-5893893.46;17986467.59;19490501.28
Ponorogo;16531843.37;18275670.38;573194.93;622340.8;2129176.04;2234886.61;6389219.88;6919568.41;18977.01;19812.52;-2614162.41;-2824497.06;23028248.81;25247781.66
Trenggalek;14600141;16505807.73;845728.17;928847.74;1871428.57;1958290.82;3857733.79;4264635.44;9229.99;9557.24;-301949.63;-927088.41;20882311.9;22740050.56
Tulungagung;30714035.62;33891669.72;739199.87;820320.69;2670345.59;2767248.62;12427985.02;13449498.81;35852.77;36882.81;-2453943.17;-3001184.73;44133475.7;47964435.91
Blitar;28507979.69;31191047.71;879301.41;975760.78;2765712.29;2861656.91;11483216.58;12125943.36;25328.2;26116.84;-2282228.6;-2288796.51;41379309.56;44891729.08
Kediri;34069687.4;37371279.94;1133472.47;1232859.33;2938345.7;3049885.52;15255751.36;16680106.49;261205.76;269192.46;-7008431.71;-7965169.49;46650030.99;50638154.24
Malang;76232252.65;84362397.67;2961540.12;3300153.6;4102769.4;4261936.88;37289678.74;40880151.54;102791.34;107655.65;-3267001.91;-4539080.31;117422030.3;128373215
Lumajang;25735439.4;28422570.47;427866.49;474494.98;1911056.63;1979306.68;7860130.63;8616189.13;759172.91;785669.01;-29938.45;-205453.26;36663727.61;40072777.01
Jember;61186848.8;67203363.97;1649395.75;1763527.43;3614249.62;3781076.22;16246460.24;17706814.99;2079542.81;2179729.04;3253948.89;2655282.44;88030446.11;95289794.1
Banyuwangi;61700098.15;67124859.93;1466008.54;1575010.59;5613086.21;5763800.84;28964315.72;31637762.81;252640.95;287974.54;-4717204.49;-5092786.16;93278945.07;101296622.5
Bondowoso;17261338.16;19010306.6;415757.51;456026.16;1768863.76;1855138.47;6103708.59;6600549.14;141955.99;150203.83;-2789768.75;-3298863.05;22901855.26;24773361.15
Situbondo;16468490.74;18170259.54;311338.93;341090.88;1967018.44;2085359.43;5267523.73;5670371.62;98401.81;101212.41;-984129.57;-1143311.26;23128644.07;25224982.6
Probolinggo;27124817.98;29953687.97;373640.18;464558.92;2066030.66;2171983.5;10441742.24;11362163.97;102005.07;104524.6;-1175457.07;-1679994.07;38932779.06;42376924.9
Pasuruan;102005588;113054668.1;1197991.93;1339931.79;2851005.06;2985460.36;52715816.52;56501142.8;1072272.63;1124891.7;12811498.1;11940079.28;172654172.2;186946174
Sidoarjo;134500816.6;149031827.6;2723492.63;3159840.51;14163625.03;14765378.69;73376621.72;80377756.91;1361483.84;1457639.62;19101420.84;24905630.18;245227460.6;273698073.5
Mojokerto;52976287.21;58356894.93;1135176.96;1267220.43;2139931.27;2245608.55;26498533.2;28572871.48;1034720.19;1021509.52;12013460.61;12900136.2;95798109.45;104364241.1
Jombang;34345295.44;37682645.93;1193111.55;1349259.83;2831958.28;2967426.2;14529638.64;15643133.84;543500.19;618167.07;-7507834.09;-8276151.33;45935670.03;49984481.54
Nganjuk;22345722.98;24570808.43;462296.4;521280.6;2205349.86;2335920.03;8894065.82;9622879.81;596435.43;617057.61;-3684122.21;-4020998.48;30819748.28;33646948
Madiun;15968519.6;17481165.4;435733.26;471306.14;1732762.39;1802425.7;7392739.63;7861862.57;241144.79;247953.7;-3911519.49;-4031705.77;21859380.17;23833007.74
Magetan;15803886.92;17570172.85;259171.24;275651.78;1861785.41;1935128.28;4907325.75;5304845.03;73513.67;75351.29;-1710941.85;-2238871.87;21194741.15;22922277.36
Ngawi;16570935.57;18106590.07;257910.67;280719.2;2055876.62;2110924.37;5015726.63;5383219.34;46099.91;52466.1;-1491596.55;-1609269.67;22454952.86;24324649.4
Bojonegoro;36863344.19;41416680.71;298286.03;329314.72;2465661.89;2619686.65;18436398.82;20181053.68;204132.84;213988.78;42225066.44;32761424.44;100492890.2;97522148.97
Tuban;39817845.52;43838676.79;612679.43;669155.89;2714469.28;2871749.53;27992008.29;29916808.11;366556.25;429574.59;3684095.25;4134095.12;75187654.03;81860060.03
Lamongan;32597852.55;35816162.05;1087100.7;1217541.62;2637510.15;2739204.29;14036110.86;15114962.25;117278.91;120770.92;-5034805.93;-6081338.56;45441047.25;48927302.56
Gresik;96864684.63;107271835.6;1122279.9;1256643.47;3326720.16;3471628.51;39489564.97;41510389.26;3874354.54;4056810.93;19230308.13;18503782.13;163907912.3;176071089.9
Bangkalan;18684585.18;20802808.49;296520.16;318267.07;1933346.58;1975937.99;8752174.17;9203502.05;364315.97;385543.79;-2866745.3;-4946031.21;27164196.76;27740028.17
Sampang;15154115.47;16413875.12;362286.73;396184.83;1847480.87;1886390.77;6436473.62;6724161.82;5094.15;5214.35;-796137.28;-1339175.28;23009313.55;24086651.6
Pamekasan;13614200.56;14845782.37;280034.61;310089.25;2048606.83;2103240.21;5796022.46;6202689.21;137687.77;140414.86;-2613201.72;-2720963.59;19263350.51;20881252.31
Sumenep;28204596.87;30720745.23;356388.31;399355.04;2486508.54;2571092.74;9688213.66;10571001.38;2047.41;2087.75;-482431.95;-1416309.74;40255322.84;42847972.4
Kota Kediri;26297106.99;29086684.53;306338.1;341196.43;1576242.87;1644223.28;23759072.73;25583006.51;2775191.99;2823817.51;98064357.69;100271008.3;152778310.4;159749936.6
Kota Blitar;5273458.04;5750116.9;86608.56;95663.04;1525900.45;1563086.24;1547346.66;1663626.45;3222.84;2593.46;-602597.07;-559928.73;7833939.5;8515157.37
Kota Malang;57320623.93;63645884.85;457130.93;511585.49;2279983.98;2415861.28;27923899.42;32919945.33;665843.84;745063.66;-3840050.03;-7184905.77;84807432.08;93053434.84
Kota Probolinggo;9474454.79;10460408.48;240949.83;243473.73;1176330.55;1239655.74;2464306.48;2487573.87;15865.04;16383.93;-440525.82;-151024.4;12931380.88;14296471.35
Kota Pasuruan;6736407.23;7460681.92;258294.84;292067.36;1001311.59;1051122.07;1981432.96;2115144.95;2090.49;2100.65;-526712.64;-521228.65;9452824.46;10399888.3
Kota Mojokerto;5457401.42;6004657.7;69224.88;75126.7;1042001.28;1089460.58;2622362.96;2713435.6;332.04;366.07;-1554298.51;-1844389.46;7637024.08;8038657.18
Kota Madiun;11579734.71;12629632.51;186744.94;211734.08;1174887.44;1235292.44;3290916.45;3670606.29;243544.9;258320.75;-657215.91;-749356.13;15818612.53;17256229.94
Kota Surabaya;389270439.9;431978167.6;5420343.86;6223495.55;22703889.72;23756117.19;175556566.1;191005511.7;6707268.56;6874939.37;55957713.46;55456475.77;655616221.6;715294707.2
Kota Batu;12276308.48;13680575.72;436897.08;504666.36;1281822.45;1360877.12;5819130.42;6438581.09;861.65;878.88;-1227418.14;-1461259.64;18587601.95;20524319.54
Pandeglang;21578380.04;22865873.59;520576.74;541493.74;2521864.33;2645031.56;2486471.94;2828051.8;407.98;8306.93;4968834.3;5129300.21;32076535.32;34018057.83
Lebak;24265993.15;25860333.16;567239.38;633015.63;2442340.85;2709299.35;2030980.63;2184894.62;8.86;47.44;4167961.14;4183405.53;33474524;35570995.73
Tangerang;82012475.55;88641195.83;749881.39;811729.66;5339166.2;6001089.65;40717192.1;46853056.17;300.11;49843.77;31348167.81;30945748.91;160167183.2;173302664
Serang;48061346.86;50856908.65;534677.74;567127.84;2429789.85;2527214.65;34949500.02;37131542.1;792.17;15761.1;2007026.27;3981883.2;87983132.91;95080437.53
Kota Tangerang;106624436.7;115605172.2;452587.26;490712.39;3727851.56;4182987.34;63977581;69910134.04;2482.95;53162.35;7624249.35;16355167.87;182409188.9;206597336.2
Kota Cilegon;24474419.31;26323123.18;66943.72;73987.65;1792629.77;1909247.08;53813001.69;59707989.18;31125.88;1878.02;40588708.94;41516199.27;120766829.3;129532424.4
Kota Serang;25431946.35;27328600.97;120656.89;130879.87;11055370.31;11622518.53;13131678.63;14337813.33;360.91;-4224.79;-13016173.01;-13577398.1;36723840.08;39838189.82
Kota Tangerang Selatan;67847062.07;72285425.38;187124.78;197808.35;1417205.08;1579862.74;45937287.67;48343163.65;11407.88;-94523.37;-19263204.9;-17924050.37;96136882.58;104387686.4
Jembrana;8082704.44;8792292.92;264928.69;308813.15;1692991.47;1646861.39;3613577.34;3835990.21;53730.86;21223.05;824322.93;1007696.23;14532255.74;15612876.95
Tabanan;14092446.81;15508268.03;412981.4;484981.4;2620790.29;2647096.54;4545684.95;4792399.99;27023.99;10842.68;1982370.48;2087340.31;23681297.92;25530928.95
Badung;27451962.4;30157921.72;378308.12;448840.02;4255657.96;4800634.64;20641999.88;22116276.72;167781.74;57301.67;2394290.07;10816587.13;55290000.16;68397561.91
Gianyar;15829115.52;17185489.95;303124.07;354082.72;2155650.53;2203800.72;9813905.92;10309515.43;43840.44;17375.66;-201430.72;459151.79;27944205.76;30529416.26
Klungkung;5265824.5;5671144.63;153947.88;176457.29;1478468.85;1519188.14;2824544.07;3007068.37;21984.36;7968.09;-534561.11;-301611.15;9210208.54;10080215.38
Bangli;4616013.79;5032804.79;138428.22;162430.43;1320141.5;1337175.52;2735260.18;2866083.05;21386.54;8524.17;-1493239.91;-1498708.45;7337990.33;7908309.5
Karangasem;10847914.24;11972213.95;373944.68;448264.61;1726490.01;1783490.88;2545743.46;2682798.63;42190.04;15022.12;2133208.92;2072885.23;17669491.36;18974675.4
Buleleng;19613949.37;21427081.36;716552.04;836361.07;3526686.12;3559733.64;8485075.35;9007782.79;57301.43;21440.01;3405719.87;3498707.23;35805284.19;38351106.1
Kota Denpasar;27947555.1;30704584.51;955055.37;1135018.72;8102755.02;8340083.46;17789851.05;19066386.23;114636.29;40100.81;-276025.63;814127.92;54633827.19;60100301.66
Lombok Barat;12439816.26;13326046.56;358708.22;395705.09;2470172.52;2558965.82;5961313.79;6604496.4;32676.07;45691.58;-4700841.48;-4809898.39;16561845.38;18121007.06
Lombok Tengah;13791711.9;14789221.32;238874.41;263616.98;2514570.52;2611031.69;9512912.61;10646118.35;24149.01;19939.43;-6838888.11;-7079303.08;19243330.35;21250624.69
Lombok Timur;16751915.12;17902459.84;709114.39;780343.52;3367310.77;3424382.64;8260441.59;9226325.3;82210.13;90797.73;-6571231.37;-6846567.95;22599760.63;24577741.08
Sumbawa;11299409.56;12043890.75;232355.86;254870.07;2139509.22;2216374.29;6419937.09;7133049.6;44609.43;51811.26;-4028103.85;-4189563.15;16107717.31;17510432.82
Dompu;5337516.48;5687507.57;124391.07;136871.36;1854032.87;1916272.3;3025305.98;3370827.01;16650.78;16637.76;-2531900.16;-2617460.07;7825997.01;8510655.92
Bima;8728535.88;9312780.9;201402.75;221802.41;2393768.35;2490707.84;4753742.11;5293127.2;28166.95;33229.52;-3371362.29;-3404985.58;12734253.74;13946662.28
Sumbawa Barat;3878948.55;4150415.58;154215.2;170090.27;1453929.1;1541444.6;5587656.4;6647661.25;76112.17;35990.65;20361632.96;17096071.16;31512494.38;29641673.52
Lombok Utara;3874265.92;4137580.22;72884.49;80419.74;1378277.34;1426866.05;1993549.74;2265076.94;15843.47;17173.61;-2283840.7;-2368330.26;5050980.27;5558786.31
Kota Mataram;13114699.5;13988147.85;297666.79;328648.41;3218927.46;3354470.89;7823532.07;8710957.42;26561.62;29243.77;-3299123.9;-3630505.95;21182263.55;22780962.39
Kota Bima;2996158.51;3187169.72;91953.09;101267.97;1509409.85;1578436.46;1539357.99;1734011.21;-3035.12;-1063.78;-1559231.45;-1613501.75;4574612.88;4986319.82
Sumba Barat;1913693.58;2047019.52;85593.52;93970.53;804948.71;841102.56;938201.44;1028472.91;60019.01;59277.82;-1219128.1;-1284153.91;2583328.17;2785689.42
Sumba Timur;3994042.35;4236803.12;238125.48;261125.19;1502937.11;1566855.07;2808455.39;3028929.43;72462.88;70896.63;-1786479.03;-1836205.11;6829544.18;7328404.32
Kupang;4341668.64;4638528.09;240021.05;263204.87;1798304.41;1885709.86;3120101.23;3366918.89;4053.08;3938.37;-1020801.78;-1000665.28;8483346.63;9157634.81
Timor Tengah Selatan;6241271.56;6626235.99;173499.21;197705.49;1392930.8;1464235.71;2967593.87;3198132.54;90022.34;88777.35;-2054930.21;-2078880.82;8810387.57;9496206.27
Timor Tengah Utara;3282753.98;3472194.64;172472;189519.58;854073.91;888445.25;2114283.63;2292503.39;75352.68;73892.74;-2005517.02;-2097111.1;4493419.17;4819444.49
Belu;3416288.96;3628814.23;101450.88;114175.52;1077348.06;1136841.02;1986996.19;2174186.29;110497.46;107084.62;-1656993.07;-1680553.02;5035588.48;5480548.66
Alor;2485714.7;2659298.69;106810.64;114952.5;1242245.96;1297842.98;1522863.11;1649754.03;30016.6;30142.97;-2024173.77;-2116392.02;3363477.23;3635599.14
Lembata;1515789.87;1598082.16;66998.36;70949.86;844730.54;881401.12;567548.19;611269.87;10819.8;10915.64;-989362.01;-1034308.75;2016524.74;2138309.9
Flores Timur;4237268.25;4502111.85;203679;223179;1391586.57;1450565.85;1473997.84;1601595.45;21029.8;20418.37;-1684185.29;-1735819.71;5643376.17;6062050.81
Sikka;4349370.13;4689657.3;178110.8;195146.24;1247315.28;1262718.33;2542944.72;2768413.1;33527.26;33304.8;-2648382.99;-2754574.03;5702885.2;6194665.73
Ende;4474241.97;4764221.17;179895.66;188708.88;1250416.35;1295268.49;3559705.03;3922092.67;62875.34;61639.05;-2734517.43;-2857551.28;6792616.92;7374378.98
Ngada;2487564.8;2664785.29;117144.64;129119.36;802704.82;816486.59;1048458.51;1132564.33;141517.15;140241.5;-778004.31;-769178.3;3819385.61;4114018.78
Manggarai;3415902.42;3630291.24;226445.8;249668.76;1297168.82;1357235.97;2229015.04;2428720.6;58303.81;56433.89;-2129567.13;-2220155.94;5097268.76;5502194.53
Rote Ndao;2080076.24;2212419.47;126676.08;140270.59;938805.65;982151.32;1143234.86;1243980.71;57041.67;55601.23;-828828.63;-887751.44;3517005.87;3746671.88
Manggarai Barat;3421988.02;3631414.12;67296.82;75572.91;968693.19;1006355.68;2578876.78;2826510.86;27755.12;26228.66;-3180997.78;-3311102.94;3883612.14;4254979.29
Sumba Tengah;966251.13;1032592.45;50362.59;55730.55;590978.21;601286.03;566517.22;620691.04;23285.31;22995.47;-894002.18;-935378.04;1303392.28;1397917.49
Sumba Barat Daya;3250072.76;3467681.15;181899.33;201223.98;911473.44;948733;1271302.17;1381282.94;22977.93;22478.61;-1461398.24;-1521499.55;4176327.4;4499900.12
Nagekeo;1856560.04;1984110.62;182025.86;199872.12;1034447.99;1061904.35;837666.73;931007.79;34670.3;33849.73;-1458230.69;-1540782.83;2487140.23;2669961.8
Manggarai Timur;2736049.38;2888497.91;52279.16;57430.54;1041696.05;1084642.19;1366673.2;1452984.2;27984.5;27074.88;-1575001.27;-1573121.36;3649681.02;3937508.36
Sabu Raijua;919434.3;963219.3;48847.63;53266.83;396634.37;411465.91;639072.55;682107.53;0.1;0.1;-458248.9;-471580.67;1545740.05;1638479
Malaka;2531666.47;2672338.09;74442.35;81294.9;955978.71;1000435.24;1644855.18;1799524.87;37424.55;36766.07;-2100067.7;-2168178.27;3144299.56;3422180.9
Kota Kupang;18497672.9;19881735.4;1090448.67;1217723.43;4579197.87;4762362.41;16968353.14;18545082.54;167034.85;161554.92;-15103157.17;-16090096.71;26199550.26;28478361.98
Sambas;13000691.98;13781119.1;264616.26;289263.12;2106593.49;2332781.54;5932813.91;6741043.24;457939.61;21509.85;2660252.9;3037064.66;24422908.15;26202781.52
Bengkayang;5846023.03;6168324.96;187490.68;212468.51;1260814.55;1430003.02;3185563.41;3696944.29;24376.35;486038.48;-179761.61;-847518.56;10324506.41;11146260.69
Landak;6752606.53;7371990.22;161276.82;191221.71;1741856.11;1964101.48;3060366.16;3526915.19;816950.37;1149108.52;242808.65;-519034.15;12775864.64;13684302.96
