Job Title,Company Name,Location,URL,Company Location,company size,Industry_stats,Job Qualifications,Job Skills,Job Skills,Job Skills,Profile,Skills,Type,Work Hours,,
"Data Scientist, Business Intelligence",Shopee,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4000193580&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn","Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",11 school alumni work here,"Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, and Statistical Data Analysis","Skills: Data Science, Business Process, +8 more",Shopee,"Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, and Statistical Data Analysis",On-site,Full-time,,
Data Scientist,Kredivo Group,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3967875616&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","1,001-5,000 employees","Financial Services  1,001-5,000 employees   1,617 on LinkedIn","Artificial Intelligence (AI), Data Science, Deep Learning, Econometrics, English, Machine Learning, MySQL, PostgreSQL, Python (Programming Language), and SQL","Skills: Data Science, Python (Programming Language), +8 more","Artificial Intelligence (AI), Data Science, Deep Learning, Econometrics, English, Machine Learning, MySQL, PostgreSQL, Python (Programming Language), and SQL",Try Premium for IDR0,Kredivo Group,"Artificial Intelligence (AI), Data Science, Deep Learning, Econometrics, English, Machine Learning, MySQL, PostgreSQL, Python (Programming Language), and SQL",Hybrid,Full-time,,
Gojek - Senior Data Scientist,GoTo Group,"Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3973608232&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia","10,001+ employees","Software Development  10,001+ employees   20,519 on LinkedIn","Computer Science,Data Manipulation, Data Science, Machine Learning, Python (Programming Language), SQL, Statistical Analysis, Statistics, Technical Documentation, Visualization",3 school alumni work here,"Computer Science, Data Manipulation, Data Science, Machine Learning, Python (Programming Language), SQL, Statistical Analysis, Statistics, Technical Documentation, and Visualization","Skills: Data Science, Data Manipulation, +8 more",GoTo Group,"Computer Science, Data Manipulation, Data Science, Machine Learning, Python (Programming Language), SQL, Statistical Analysis, Statistics, Technical Documentation, and Visualization",On-site,Full-time,,
Dyeing Manager,PRYM,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4002601755&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Indonesia,"1,001-5,000 employees","Industrial Machinery Manufacturing  1,001-5,000 employees   1,044 on LinkedIn","Chemical Safety, Dyeing, Dyes, Energy Efficiency, Technical Leadership, and Technical Support","Skills: Energy Efficiency, Dyeing, +4 more",8+ years of work experience with Dyeing,Try Premium for IDR0,PRYM,8+ years of work experience with Dyeing,Remote,Full-time,,
"Artificial Intelligence Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017084003&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Yogyakarta, Yogyakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,,
E-Commerce Data Analyst,Rocketindo,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4007626361&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia",51-200 employees,"Technology, Information and Internet  51-200 employees   196 on LinkedIn","Analytical Skills, Attention to Detail, Communication, Digital Marketing, Keyword Research, Leadership, Marketing, Oral Communication, SQL, and Search Engine Optimization (SEO)","Skills: Oral Communication, Leadership, +8 more",3+ years of work experience with SQL,Try Premium for IDR0,Rocketindo,3+ years of work experience with SQL,On-site,Full-time,,
Data Contributor,TransPerfect,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3960231565&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","5,001-10,000 employees","Translation and Localization  5,001-10,000 employees   11,672 on LinkedIn","Data Entry, Email, Information Technology, Spam Filtering","Skills: Data Entry, Spam Filtering, +2 more",,Try Premium for IDR0,TransPerfect,,Remote,Contract,,
"Psychometrician, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017079573&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Artificial Intelligence (AI), Content Development, Educational Assessment, Educational Measurement, Generative AI, Item Response Theory, Psychometrics, Relevance, Rubrics, Test Design","Skills: Educational Measurement, Item Response Theory, +8 more","Artificial Intelligence (AI), Content Development, Educational Assessment, Educational Measurement, Generative AI, Item Response Theory, Psychometrics, Relevance, Rubrics, and Test Design",Try Premium for IDR0,Crossover,"Artificial Intelligence (AI), Content Development, Educational Assessment, Educational Measurement, Generative AI, Item Response Theory, Psychometrics, Relevance, Rubrics, and Test Design",Remote,Full-time,,
"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017077990&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Malang, East Java, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,,
AI Data Scientist,Samsung Electronics Southeast Asia & Oceania,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3954053070&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia","10,001+ employees","Computers and Electronics Manufacturing  10,001+ employees   520 on LinkedIn","Analytical Skills, Analytics, Data Analysis, Data Analytics, Data Engineering, Data Science, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Resolving Issues","Skills: Resolving Issues, Data Analytics, +8 more","Analytical Skills, Analytics, Data Analysis, Data Analytics, Data Engineering, Data Science, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, and Resolving Issues",Try Premium for IDR0,Samsung Electronics Southeast Asia & Oceania,"Analytical Skills, Analytics, Data Analysis, Data Analytics, Data Engineering, Data Science, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, and Resolving Issues",On-site,Full-time,,
Data Scientist,DANA Indonesia,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3996165269&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   1,775 on LinkedIn","Cluster Analysis, Communication, Data Analytics, Data Science, Natural Language Processing (NLP), Presentations, Problem Solving, R (Programming Language), SQL Server Reporting Services (SSRS), Statistical Software",6 school alumni work here,"Cluster Analysis, Communication, Data Analytics, Data Science, Natural Language Processing (NLP), Presentations, Problem Solving, R (Programming Language), SQL Server Reporting Services (SSRS), and Statistical Software","Skills: Data Science, SQL Server Reporting Services (SSRS), +8 more",DANA Indonesia,"Cluster Analysis, Communication, Data Analytics, Data Science, Natural Language Processing (NLP), Presentations, Problem Solving, R (Programming Language), SQL Server Reporting Services (SSRS), and Statistical Software",On-site,Full-time,,
Expert/Pengajar Program Online,Karier.mu,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4006497561&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia",201-500 employees,Professional Training and Coaching  201-500 employees   269 on LinkedIn,Teaching and Training,"Skills: Teaching, Training",Teaching and Training,Try Premium for IDR0,Karier.mu,Teaching and Training,On-site,Part-time,,
Data Analytic Senior Manager,"PT. Erajaya Swasembada, Tbk.",12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018222277&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","10,001+ employees","Retail  10,001+ employees   4,565 on LinkedIn","Business Analysis, Business Relationship Management, Communication, Data Analysis, Data Analytics, Data Modeling, Identifying Trends, Market Research, Presentations, Sales Forecasting
",2 school alumni work here,"Business Analysis, Business Relationship Management, Communication, Data Analysis, Data Analytics, Data Modeling, Identifying Trends, Market Research, Presentations, and Sales Forecasting","Skills: Data Analytics, Sales Forecasting, +8 more","PT. Erajaya Swasembada, Tbk.","Business Analysis, Business Relationship Management, Communication, Data Analysis, Data Analytics, Data Modeling, Identifying Trends, Market Research, Presentations, and Sales Forecasting",On-site,Full-time,,
L1 Junior SOC Analyst,Wolkk.,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017687315&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Indonesia,11-50 employees,Software Development  11-50 employees   31 on LinkedIn,"Cloud Security, Linux Security, Microsoft Entra ID, Security Incident Response, and Security Information and Event Management (SIEM)",1 school alum works here,"Cloud Security, Linux Security, Microsoft Entra ID, Security Incident Response, and Security Information and Event Management (SIEM)","Skills: Linux Security, Security Information and Event Management (SIEM), +3 more",Wolkk.,"Cloud Security, Linux Security, Microsoft Entra ID, Security Incident Response, and Security Information and Event Management (SIEM)",Remote,Contract,,
Associate Data Scientist,tiket.com,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3961117983&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Software Development  1,001-5,000 employees   2,011 on LinkedIn","Artificial Intelligence (AI), Communication, Data Analysis, Data Analytics, Data Mining, Data Science, Machine Learning, Pattern Recognition, Predictive Modeling, Problem Solving",6 school alumni work here,"Artificial Intelligence (AI), Communication, Data Analysis, Data Analytics, Data Mining, Data Science, Machine Learning, Pattern Recognition, Predictive Modeling, and Problem Solving","Skills: Data Science, Data Analytics, +8 more",tiket.com,"Artificial Intelligence (AI), Communication, Data Analysis, Data Analytics, Data Mining, Data Science, Machine Learning, Pattern Recognition, Predictive Modeling, and Problem Solving",Hybrid,Full-time,,
Sustainability Data Analyst,PT Lion Super Indo,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3996426597&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia","10,001+ employees","Retail  10,001+ employees   13,563 on LinkedIn","Data Analysis, Data Analytics, and Environmental, Social, and Governance (ESG)",4 school alumni work here,Bachelor's Degree,"Skills: Data Analytics, Data Analysis, +1 more",PT Lion Super Indo,Bachelor's Degree,On-site,Full-time,,
Junior Data Scientist,klikit,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4011461166&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia",11-50 employees,"Technology, Information and Media  11-50 employees   55 on LinkedIn","Analytics, \Attention to Detail, Communication, Data Analysis, Data Analytics, Data Collection, Data Governance, Data Science, Natural Language Processing (NLP), Problem Solving","Skills: Data Analytics, Data Science, +8 more","Analytics, Attention to Detail, Communication, Data Analysis, Data Analytics, Data Collection, Data Governance, Data Science, Natural Language Processing (NLP), and Problem Solving",Try Premium for IDR0,klikit,"Analytics, Attention to Detail, Communication, Data Analysis, Data Analytics, Data Collection, Data Governance, Data Science, Natural Language Processing (NLP), and Problem Solving",Hybrid,Full-time,,
Data Scientist,EMQ Inc.,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004155534&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Indonesia",51-200 employees,Financial Services  51-200 employees   79 on LinkedIn,"Data Science, Machine Learning, Python (Programming Language), R (Programming Language), SQL, and Statistics","Skills: Data Science, SQL, +4 more",1+ years of work experience with R (Programming Language),Try Premium for IDR0,EMQ Inc.,1+ years of work experience with R (Programming Language),On-site,Full-time,,
"Sales Specialist, Data Analytics Product, Google Cloud",Google,12 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008193319&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,"Jakarta, Jakarta, Indonesia","10,001+ employees","Software Development  10,001+ employees   299,969 on LinkedIn","Account Management, Back-End Web Development, Data Analytics, Data Warehousing, Executive Relationships, Front-End Development, Google Cloud Platform (GCP), Middleware, Problem Solving, Software Sales","Skills: Software Sales, Problem Solving, +8 more","Account Management, Back-End Web Development, Data Analytics, Data Warehousing, Executive Relationships, Front-End Development, Google Cloud Platform (GCP), Middleware, Problem Solving, and Software Sales",Try Premium for IDR0,Google,"Account Management, Back-End Web Development, Data Analytics, Data Warehousing, Executive Relationships, Front-End Development, Google Cloud Platform (GCP), Middleware, Problem Solving, and Software Sales",On-site,Full-time,,
Channel Sales Jatim,Festino Indonesia,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3996935135&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,"Surabaya, East Java, Indonesia",11-50 employees,Computer and Network Security  11-50 employees   16 on LinkedIn,"Account Management, Business Development, Channel Account Management, Channel Partners, Communication, Databases, Direct Sales, Distribution, Networking, Sales, and Sales Operations","Skills: Direct Sales, Channel Account Management, +9 more",2+ years of work experience with Channel Account Management,Try Premium for IDR0,Festino Indonesia,2+ years of work experience with Channel Account Management,On-site,Full-time,,
"Senior Data Architect (Bangkok based, relocation provided)",Agoda,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3981981267&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,"Bali, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn","DWH,Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), Query Writing","Skills: Extract, Transform, Load (ETL), Data Engineering, +8 more",,Try Premium for IDR0,Agoda,,Hybrid,Full-time,,
"Senior Data Architect (Bangkok based, relocation provided)",Agoda,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3981981267&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,"Bali, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn","DWH, Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), Query Writing","Skills: Extract, Transform, Load (ETL), Data Engineering, +8 more","DWH, Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), and Query Writing",Try Premium for IDR0,Agoda,"DWH, Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), and Query Writing",Hybrid,Full-time,,
Node.Js Developer (With Blockchain),Hyperhire,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4016888545&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Indonesia,11-50 employees,Human Resources Services  11-50 employees   25 on LinkedIn,"Back-End Web Development, Blockchain, Node.js, Software Development, Web Design, Web Development, and Web3","Skills: Back-End Web Development, Web Development, +5 more","Back-End Web Development, Blockchain, Node.js, Software Development, Web Design, Web Development, and Web3",Try Premium for IDR0,Hyperhire,"Back-End Web Development, Blockchain, Node.js, Software Development, Web Design, Web Development, and Web3",Remote,Contract,,
Senior iOS Engineer,Flex AI,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3992822344&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Indonesia,11-50 employees,"Technology, Information and Internet  11-50 employees   28 on LinkedIn","Cascading Style Sheets (CSS), JSON, Mobile Application Development, Model-View-Controller (MVC), Model-view-viewmodel (MVVM), Objective-C, Python (Programming Language), Swift (Programming Language), iOS, and iOS Development","Skills: JSON, Cascading Style Sheets (CSS), +8 more",Professional in English,Try Premium for IDR0,Flex AI,Professional in English,Remote,Full-time,,
DevOps Architect,SoftwareOne,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4019632445&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,"Pontianak, West Kalimantan, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   10,494 on LinkedIn","Build Automation, C (Programming Language), Container Orchestration, Containerization, DevOps, Microservices, Problem Solving, Python (Programming Language), Software Development, Test Automation",1 school alum works here,"Build Automation, C (Programming Language), Container Orchestration, Containerization, DevOps, Microservices, Problem Solving, Python (Programming Language), Software Development, and Test Automation","Skills: DevOps, Software Development, +8 more",SoftwareOne,"Build Automation, C (Programming Language), Container Orchestration, Containerization, DevOps, Microservices, Problem Solving, Python (Programming Language), Software Development, and Test Automation",On-site,Full-time,,
Logistic Supervisor /Manager,LBM New Energy (AP) Pte Ltd,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018926831&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,"Kendal, Central Java, Indonesia",11-50 employees,International Trade and Development  11-50 employees   8 on LinkedIn,"Customs Regulations, Export Administration, Inventory Management, Negotiation, Supervisory Skills, Team Management, and Teamwork","Skills: Export Administration, Team Management, +5 more",Commute to this job's location,Try Premium for IDR0,LBM New Energy (AP) Pte Ltd,Commute to this job's location,On-site,Full-time,,
